file,line_number,path,pattern_type,category
lib/state/changelog.py,6,"/opt/projects/server/scripts/lib/state/changelog.py:6:Extracted",absolute,/opt/projects/server
lib/state/changelog.py,15,"/opt/projects/server/scripts/lib/state/changelog.py:15:SERVER_DIR",absolute,/opt/projects/server
lib/code_mod/shared.py,13,"/opt/projects/server/scripts/lib/code_mod/shared.py:13:SERVER_DIR",absolute,/opt/projects/server
lib/action_queue.py,248,"/opt/projects/server/scripts/lib/action_queue.py:248:",absolute,/opt/projects/server
lib/worklog.py,15,"/opt/projects/server/scripts/lib/worklog.py:15:SERVER",absolute,/opt/projects/server
lib/model_ctl.py,32,"/opt/projects/server/scripts/lib/model_ctl.py:32:SCRIPT_DIR",absolute,/opt/projects/server
lib/debate/debate_llm.py,146,"/opt/projects/server/scripts/lib/debate/debate_llm.py:146:",absolute,/opt/projects/server
lib/watchdog/config.py,189,"/opt/projects/server/scripts/lib/watchdog/config.py:189:SANDBOX_VERIFY_ALLOWED_ROOT",absolute,/opt/projects/server
lib/watchdog/fixloop.py,30,"/opt/projects/server/scripts/lib/watchdog/fixloop.py:30:FIX_SCRIPT_DIR",absolute,/opt/projects/server
lib/watchdog/recovery.py,248,"/opt/projects/server/scripts/lib/watchdog/recovery.py:248:",absolute,/opt/projects/server
lib/watchdog/codescanner.py,163,"/opt/projects/server/scripts/lib/watchdog/codescanner.py:163:",absolute,/opt/projects/server
lib/watchdog/codescanner.py,312,"/opt/projects/server/scripts/lib/watchdog/codescanner.py:312:def",absolute,/opt/projects/server
lib/watchdog/orchestrator.py,517,"/opt/projects/server/scripts/lib/watchdog/orchestrator.py:517:",absolute,/opt/projects/server
lib/watchdog/orchestrator.py,866,"/opt/projects/server/scripts/lib/watchdog/orchestrator.py:866:",absolute,/opt/projects/server
lib/handover_db.py,15,"/opt/projects/server/scripts/lib/handover_db.py:15:SERVER_DIR",absolute,/opt/projects/server
turn_watcher.py,30,"/opt/projects/server/scripts/turn_watcher.py:30:CHECKPOINT_FILE",absolute,/opt/projects/server
weekly_enrich_rebuild.sh,14,"/opt/projects/server/scripts/weekly_enrich_rebuild.sh:14:SCRIPT_DIR=",absolute,/opt/projects/server
gemini_mcp.py,13,"/opt/projects/server/scripts/gemini_mcp.py:13:",absolute,/opt/projects/server
tests/test_3t_full_pipeline.py,5,"/opt/projects/server/scripts/tests/test_3t_full_pipeline.py:5:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_pipeline_e2e.py,22,"/opt/projects/server/scripts/tests/test_pipeline_e2e.py:22:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_7b_vs_9b_text_extract.py,18,"/opt/projects/server/scripts/tests/test_7b_vs_9b_text_extract.py:18:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_action_queue.py,90,"/opt/projects/server/scripts/tests/test_action_queue.py:90:",absolute,/opt/projects/server
tests/test_phase3_rerun.py,6,"/opt/projects/server/scripts/tests/test_phase3_rerun.py:6:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_fact5_comparison.py,21,"/opt/projects/server/scripts/tests/test_fact5_comparison.py:21:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_9b_review.py,8,"/opt/projects/server/scripts/tests/test_9b_review.py:8:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_review_9b.py,8,"/opt/projects/server/scripts/tests/test_review_9b.py:8:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_dual_extract_7b_vs_9b.py,11,"/opt/projects/server/scripts/tests/test_dual_extract_7b_vs_9b.py:11:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_4b_dual_review_7b_vs_9b.py,15,"/opt/projects/server/scripts/tests/test_4b_dual_review_7b_vs_9b.py:15:sys.path.insert(0,",absolute,/opt/projects/server
tests/compare_e2e_baseline.py,5,"/opt/projects/server/scripts/tests/compare_e2e_baseline.py:5:BASE",absolute,/opt/projects/server
tests/compare_e2e_baseline.py,6,"/opt/projects/server/scripts/tests/compare_e2e_baseline.py:6:CURR",absolute,/opt/projects/server
tests/compare_e2e_baseline.py,107,"/opt/projects/server/scripts/tests/compare_e2e_baseline.py:107:out",absolute,/opt/projects/server
tests/test_chunk_verify.py,114,"/opt/projects/server/scripts/tests/test_chunk_verify.py:114:",absolute,/opt/projects/server
tests/compare_extract_approaches.py,9,"/opt/projects/server/scripts/tests/compare_extract_approaches.py:9:SCRIPTS_DIR",absolute,/opt/projects/server
tests/compare_extract_long_B.py,5,"/opt/projects/server/scripts/tests/compare_extract_long_B.py:5:SCRIPTS_DIR",absolute,/opt/projects/server
tests/compare_extract_missing.py,5,"/opt/projects/server/scripts/tests/compare_extract_missing.py:5:SCRIPTS_DIR",absolute,/opt/projects/server
tests/day_model_test.py,13,"/opt/projects/server/scripts/tests/day_model_test.py:13:SCRIPTS_DIR",absolute,/opt/projects/server
tests/day_model_test_direct.py,12,"/opt/projects/server/scripts/tests/day_model_test_direct.py:12:SCRIPTS_DIR",absolute,/opt/projects/server
tests/day_verify_compare.py,10,"/opt/projects/server/scripts/tests/day_verify_compare.py:10:SCRIPTS_DIR",absolute,/opt/projects/server
tests/day_verify_retry.py,7,"/opt/projects/server/scripts/tests/day_verify_retry.py:7:SCRIPTS_DIR",absolute,/opt/projects/server
tests/e2e_20turns_full.sh,5,"/opt/projects/server/scripts/tests/e2e_20turns_full.sh:5:cd",absolute,/opt/projects/server
tests/e2e_extract_section_split.py,9,"/opt/projects/server/scripts/tests/e2e_extract_section_split.py:9:SCRIPTS_DIR",absolute,/opt/projects/server
tests/e2e_extract_section_split.sh,6,"/opt/projects/server/scripts/tests/e2e_extract_section_split.sh:6:cd",absolute,/opt/projects/server
tests/embed_runner.sh,5,"/opt/projects/server/scripts/tests/embed_runner.sh:5:EMBED_PY=",absolute,/opt/projects/server
tests/embed_runner.sh,7,"/opt/projects/server/scripts/tests/embed_runner.sh:7:cd",absolute,/opt/projects/server
tests/embed_runner.sh,10,"/opt/projects/server/scripts/tests/embed_runner.sh:10:cd",absolute,/opt/projects/server
tests/embed_runner.sh,12,"/opt/projects/server/scripts/tests/embed_runner.sh:12:cd",absolute,/opt/projects/server
tests/embed_runner.sh,14,"/opt/projects/server/scripts/tests/embed_runner.sh:14:trap",absolute,/opt/projects/server
tests/embed_runner.sh,35,"/opt/projects/server/scripts/tests/embed_runner.sh:35:",absolute,/opt/projects/server
tests/embed_runner.sh,67,"/opt/projects/server/scripts/tests/embed_runner.sh:67:",absolute,/opt/projects/server
tests/embed_runner.sh,70,"/opt/projects/server/scripts/tests/embed_runner.sh:70:",absolute,/opt/projects/server
tests/experiment_monitor.py,14,"/opt/projects/server/scripts/tests/experiment_monitor.py:14:SERVER_DIR",absolute,/opt/projects/server
tests/experiment_monitor.py,110,"/opt/projects/server/scripts/tests/experiment_monitor.py:110:",absolute,/opt/projects/server
tests/finalize_pipeline.py,6,"/opt/projects/server/scripts/tests/finalize_pipeline.py:6:sys.path.insert(0,",absolute,/opt/projects/server
tests/finalize_pipeline.py,12,"/opt/projects/server/scripts/tests/finalize_pipeline.py:12:EXPER_DIR",absolute,/opt/projects/server
tests/model_comparison_test.py,20,"/opt/projects/server/scripts/tests/model_comparison_test.py:20:SCRIPTS_DIR",absolute,/opt/projects/server
tests/pipeline_e2e_10turns.py,5,"/opt/projects/server/scripts/tests/pipeline_e2e_10turns.py:5:SCRIPTS_DIR",absolute,/opt/projects/server
tests/pipeline_preverify_test.py,31,"/opt/projects/server/scripts/tests/pipeline_preverify_test.py:31:EVAL_DIR",absolute,/opt/projects/server
tests/prj_ground_truth_test.py,11,"/opt/projects/server/scripts/tests/prj_ground_truth_test.py:11:SCRIPTS_DIR",absolute,/opt/projects/server
tests/prj_model_test.py,8,"/opt/projects/server/scripts/tests/prj_model_test.py:8:SCRIPTS_DIR",absolute,/opt/projects/server
tests/run_extract_13.py,4,"/opt/projects/server/scripts/tests/run_extract_13.py:4:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_extract_strategies.py,8,"/opt/projects/server/scripts/tests/test_extract_strategies.py:8:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_night_prj_eval.py,18,"/opt/projects/server/scripts/tests/test_night_prj_eval.py:18:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_r_role_dsv2.sh,5,"/opt/projects/server/scripts/tests/test_r_role_dsv2.sh:5:P_EXP=",absolute,/opt/projects/server
tests/test_r_role_dsv2.sh,6,"/opt/projects/server/scripts/tests/test_r_role_dsv2.sh:6:R_EXP_Q14=",absolute,/opt/projects/server
tests/test_r_role_dsv2.sh,7,"/opt/projects/server/scripts/tests/test_r_role_dsv2.sh:7:EXPER_DIR=",absolute,/opt/projects/server
tests/test_r_role_dsv2.sh,87,"/opt/projects/server/scripts/tests/test_r_role_dsv2.sh:87:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_dual_4b.py,13,"/opt/projects/server/scripts/tests/test_dual_4b.py:13:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_v5_arbiter_fallback.py,24,"/opt/projects/server/scripts/tests/test_v5_arbiter_fallback.py:24:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_v6_quality_filters.py,20,"/opt/projects/server/scripts/tests/test_v6_quality_filters.py:20:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_arbiter_v6_7b9b.py,20,"/opt/projects/server/scripts/tests/test_arbiter_v6_7b9b.py:20:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_arbiter_dual_7b9b.py,20,"/opt/projects/server/scripts/tests/test_arbiter_dual_7b9b.py:20:SCRIPTS_DIR",absolute,/opt/projects/server
tests/test_review_7b.py,8,"/opt/projects/server/scripts/tests/test_review_7b.py:8:sys.path.insert(0,",absolute,/opt/projects/server
tests/test_taxonomy_trap_fix.py,28,"/opt/projects/server/scripts/tests/test_taxonomy_trap_fix.py:28:sys.path.insert(0,",absolute,/opt/projects/server
notion_memo.py,18,"/opt/projects/server/scripts/notion_memo.py:18:sys.path.insert(0,",absolute,/opt/projects/server
gemini_session_start.sh,7,"/opt/projects/server/scripts/gemini_session_start.sh:7:#",absolute,/opt/projects/server
gemini_session_start.sh,8,"/opt/projects/server/scripts/gemini_session_start.sh:8:#",absolute,/opt/projects/server
gemini_session_start.sh,23,"/opt/projects/server/scripts/gemini_session_start.sh:23:sys.path.insert(0,",absolute,/opt/projects/server
observer.py,192,"/opt/projects/server/scripts/observer.py:192:",absolute,/opt/projects/server
observer.py,283,"/opt/projects/server/scripts/observer.py:283:",absolute,/opt/projects/server
sync_gemini_rules.py,10,"/opt/projects/server/scripts/sync_gemini_rules.py:10:",absolute,/opt/projects/server
pdf_reader_mcp.py,13,"/opt/projects/server/scripts/pdf_reader_mcp.py:13:",absolute,/opt/projects/server
pdf_reader_mcp.py,48,"/opt/projects/server/scripts/pdf_reader_mcp.py:48:",absolute,/opt/projects/server
state_collector/main.py,30,"/opt/projects/server/scripts/state_collector/main.py:30:SERVER_DIR",absolute,/opt/projects/server
state_collector/main.py,34,"/opt/projects/server/scripts/state_collector/main.py:34:MOTD_FILE",absolute,/opt/projects/server
auto_mode.sh,13,"/opt/projects/server/scripts/auto_mode.sh:13:TASK_FILE=",absolute,/opt/projects/server
auto_mode.sh,14,"/opt/projects/server/scripts/auto_mode.sh:14:LOG_DIR=",absolute,/opt/projects/server
auto_mode.sh,17,"/opt/projects/server/scripts/auto_mode.sh:17:STATUS_FILE=",absolute,/opt/projects/server
migrate_yaml_to_db.py,15,"/opt/projects/server/scripts/migrate_yaml_to_db.py:15:HANDOVER",absolute,/opt/projects/server
migrate_yaml_to_db.py,246,"/opt/projects/server/scripts/migrate_yaml_to_db.py:246:",absolute,/opt/projects/server
sqlite_mcp.py,14,"/opt/projects/server/scripts/sqlite_mcp.py:14:",absolute,/opt/projects/server
golden_image/yearly_check.py,8,"/opt/projects/server/scripts/golden_image/yearly_check.py:8:sys.path.insert(0,",absolute,/opt/projects/server
golden_image/yearly_check.py,96,"/opt/projects/server/scripts/golden_image/yearly_check.py:96:",absolute,/opt/projects/server
run_baseline_monitor.sh,6,"/opt/projects/server/scripts/run_baseline_monitor.sh:6:BASE=",absolute,/opt/projects/server
system_sync.sh,8,"/opt/projects/server/scripts/system_sync.sh:8:SCRIPT_DIR=",absolute,/opt/projects/server
system_sync.sh,32,"/opt/projects/server/scripts/system_sync.sh:32:cd",absolute,/opt/projects/server
run_verify_compare.sh,30,"/opt/projects/server/scripts/run_verify_compare.sh:30:cd",absolute,/opt/projects/server
run_verify_compare.sh,75,"/opt/projects/server/scripts/run_verify_compare.sh:75:sys.path.insert(0,",absolute,/opt/projects/server
run_verify_compare.sh,83,"/opt/projects/server/scripts/run_verify_compare.sh:83:cd",absolute,/opt/projects/server
update_handover.py,26,"/opt/projects/server/scripts/update_handover.py:26:SERVER_DIR",absolute,/opt/projects/server
update_handover.py,30,"/opt/projects/server/scripts/update_handover.py:30:",absolute,/opt/projects/server
hooks/session_context.py,13,"/opt/projects/server/scripts/hooks/session_context.py:13:COLLECT_STATUS",absolute,/opt/projects/server
hooks/session_context.py,14,"/opt/projects/server/scripts/hooks/session_context.py:14:REPORT_FILE",absolute,/opt/projects/server
hooks/session_context.py,15,"/opt/projects/server/scripts/hooks/session_context.py:15:LINK_REVIEW",absolute,/opt/projects/server
hooks/session_context.py,16,"/opt/projects/server/scripts/hooks/session_context.py:16:SERVER_DIR",absolute,/opt/projects/server
hooks/session_context.py,171,"/opt/projects/server/scripts/hooks/session_context.py:171:",absolute,/opt/projects/server
